"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"1088476002","","","","","2008-12-31 18:22:17 +0000","web","snowing on new years eve at new york"
