"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"9173476501","","","","","2010-02-16 05:48:48 +0000","web","nytimes on prabal gurung, http://video.nytimes.com/video/2010/02/15/style/1247467023029/prabal-gurung-young-designer-from-nepal.html"
