"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"990856548","","","","","2008-11-05 03:49:31 +0000","<a href=""http://election.twitter.com"" rel=""nofollow"">Election 2008</a>","cnn breaks the bank"
