"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"1901218234","","","","","2009-05-24 08:36:34 +0000","web","my g1 is my wireless router.....sweet!"
"1849689298","","","","","2009-05-19 17:56:48 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","24 is an ad machine for cisco, sprint and hyundai"
"1830271308","","","","","2009-05-17 23:29:07 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Crap just got a ticket"
"1740018532","1739990021","26187597","","","2009-05-08 18:27:24 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@socialectnepal yes, you would, check out compare everywhere here http://bit.ly/2wZArA"
"1739947504","1739935209","26187597","","","2009-05-08 18:19:11 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@socialectnepal g1 and iphone do right?"
"1739408796","1735427176","12474212","","","2009-05-08 17:17:30 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@himanshuc thanks!"
"1734984729","","","","","2009-05-08 05:24:20 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","callbreak goes open source http://bit.ly/19g0SV"
"1734424805","1734415737","14097812","","","2009-05-08 03:59:42 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@sanjayraj no, I'm not working on it right now, maybe later"
"1734374984","1734368781","14097812","","","2009-05-08 03:52:55 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@sanjayraj nothing much, why?"
"1715567479","","","","","2009-05-06 10:50:55 +0000","<a href=""http://www.posterous.com"" rel=""nofollow"">Posterous</a>","Give Scheme a chance http://post.ly/TAM"
"1715276280","","","","","2009-05-06 09:38:27 +0000","<a href=""http://www.posterous.com"" rel=""nofollow"">Posterous</a>","Too many links spoil the blog http://post.ly/T9D"
"1709560113","1709414798","5573992","","","2009-05-05 20:17:12 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@tundal45 no, I guess u'd have to update it manually"
"1709327350","1707843461","5573992","","","2009-05-05 19:51:48 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@tundal45 cool"
"1707833673","","","","","2009-05-05 17:07:07 +0000","<a href=""http://www.posterous.com"" rel=""nofollow"">Posterous</a>","Yet another blog http://post.ly/Sjl"
"1697013093","","","","","2009-05-04 16:24:51 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","yahoo pipes feed for the current #nepalcrisis http://tinyurl.com/dfdqhr"
"1692731903","","","","","2009-05-04 03:39:13 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","mobify your site, http://mobify.me"
"1692636867","","14097812","","","2009-05-04 03:26:09 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@sanjayraj trade nepali food for chinese?"
"1692631083","","","","","2009-05-04 03:25:21 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","I have chinese food syndrome"
"1686504202","","","","","2009-05-03 12:42:39 +0000","<a href=""http://www.posterous.com"" rel=""nofollow"">Posterous</a>","myrepublica.com not safe for web http://post.ly/RZI"
"1686483432","","","","","2009-05-03 12:37:39 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","working on my new project"
"1684052545","1683657703","26187597","","","2009-05-03 03:12:42 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@socialectnepal that always pissed me off"
"1684048769","","","","","2009-05-03 03:12:11 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>",";("
"1682171880","","","","","2009-05-02 22:47:33 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Just put 5 bucks on the bulls"
"1677108051","","","","","2009-05-02 07:29:44 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","RT @posterous Help us get Posterous added to Friendfeed as a recognized blog site. Leave your feedback here, share the love! http://ff.i ..."
"1673965073","1673794368","14097812","","","2009-05-01 23:18:03 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@sanjayraj cool. Have fun, enjoy the fireworks :)"
"1670334568","","","","","2009-05-01 16:09:50 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","still no parallel tools for ubuntu 9.04, no fullscreen :("
