"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"768110022","","","","","2008-03-07 16:43:20 +0000","web","listening to eddie vedder cd"
