"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"29290546326","","","","","2010-10-31 16:11:13 +0000","web","ayurveda coming to town!! RT @coffeemusichub Presentation of coffeemusichub.com http://fb.me/wFaMXLOv"
"29260703263","","","","","2010-10-31 08:52:54 +0000","web","unschooling http://www.youtube.com/watch?v=LwIyy1Fi-4Q (via @peterseibel )"
"29259704035","","","","","2010-10-31 08:31:28 +0000","web","this guy is filthy rich! he pays like 500 mil taxes on his home http://nyti.ms/aKg1QT"
"29203989519","","","29178333412","28710635","2010-10-30 17:40:44 +0000","web","RT @enjaykayb: @Pogue BREAKIN NEWS: Mark Zuckerberg hospitalized with serious injuries. Initial investigations suggest Chuck Norris poke ..."
"29104887253","","155250422","","","2010-10-29 16:48:13 +0000","web","@coffeemusichub woohoo .... almost into double digits!"
"29104835250","","","29089345263","155250422","2010-10-29 16:47:34 +0000","web","RT @coffeemusichub: Hey musicians and artists.  Tell your friends to to follow us here on twitter.  For real."
"29104633233","","","29094975515","14534827","2010-10-29 16:45:05 +0000","web","RT @anupkaphle: Mt. Everest goes wireless. http://is.gd/gscHf"
"28844489861","","","","","2010-10-27 01:02:26 +0000","web","tune in to see live hiphop music organized by @coffeemusichub here http://www.justin.tv/coffeemusichub"
"28844298483","","","","","2010-10-27 01:00:11 +0000","web","ayurveda playing @TheProphetBar , thanks to @coffeemusichub !!"
"28844243944","","","28844004634","21017613","2010-10-27 00:59:34 +0000","web","RT @Kirkthurmond: JK its #hiphopnight at @mokahcoffee. Its time for @dustincavazos and I to make our underground contribution"
"28844231928","","","28825217286","19992567","2010-10-27 00:59:25 +0000","web","RT @JakeCrates: @CoolBeingsJP:  I'm hostn an #hiphop open mic at #mokah cofee bar in #deep Ellum at 7pm w/guest appearances frm @djmerkm ..."
"28760773504","","","","","2010-10-26 04:48:48 +0000","web","have y'all watched Sherlock yet? It's awesome. pbs.org"
"28696713496","","","","","2010-10-25 14:37:33 +0000","web","Chuwang Nima Sherpa  is missing http://edition.cnn.com/2010/WORLD/asiapcf/10/25/nepal.missing.sherpa/?hpt=T2"
"28644711618","","","","","2010-10-25 00:46:34 +0000","web","@zaurav yea I have but not really interested. Isn't 3 browsers enough?"
"28625834549","","","","","2010-10-24 20:24:52 +0000","web","check out the awesome banner for texasnepal.com"
"28625711619","","","","","2010-10-24 20:23:03 +0000","web","@zaurav all this time I've thought that chrome didn't support bookmarklets. I can now completely switch to chrome now! :)"
"28625202073","","","","","2010-10-24 20:15:30 +0000","web","@zaurav I've had a hard time finding that thing!"
"28624096284","","","28624038833","155250422","2010-10-24 19:59:42 +0000","web","RT @coffeemusichub: I posted a new photo to Facebook http://fb.me/ILFbdsHB"
"28623418194","","","","","2010-10-24 19:50:14 +0000","web","never mind I'm stupid"
"28623267834","","","","","2010-10-24 19:48:07 +0000","web","does anybody know where you can  put bookmarklets in chrome?"
"28623129766","","","","","2010-10-24 19:46:07 +0000","web","this clearly improves readability in lisp -&gt;  (cond  ((stringp x) `',x))"
"28475229309","","12474212","","","2010-10-23 05:36:05 +0000","web","@himanshuc these are also good, esp alan kay ones http://bit.ly/171cdn"
"28475127767","","12474212","","","2010-10-23 05:34:14 +0000","web","@himanshuc BTW, right from the horses mouth http://bit.ly/4zncVD"
"28474624814","","12474212","","","2010-10-23 05:24:31 +0000","web","@himanshuc thats the MOST imp lisp book, but I was talking about this. http://bit.ly/4glqS"
"28473937486","28473540154","12474212","","","2010-10-23 05:11:50 +0000","web","@himanshuc I don't know why you would need C though :). But seriously though, lisp will depress you!!!"
"28473469908","","12474212","","","2010-10-23 05:03:37 +0000","web","@himanshuc watching the video, smalltalk comes up a lot!!!"
"28471248118","","","","","2010-10-23 04:25:38 +0000","web","""but not the Texas Rangers, who outpitched, outhit and outplayed the Yankees all the way to the World Series""  http://nyti.ms/cequ6T"
"28469873174","","","","","2010-10-23 04:03:52 +0000","web","my first HN comment http://news.ycombinator.com/item?id=1822557 .....well the first that I don't regret!"
"28459625558","","12474212","","","2010-10-23 01:43:38 +0000","web","@himanshuc hmmm .... haven't seen  that one yet. will most certainly do. thanks!"
"28458731942","","12474212","","","2010-10-23 01:31:46 +0000","web","@himanshuc though still profitable :)  http://dabbledb.com/"
"28456868148","","12474212","","","2010-10-23 01:06:49 +0000","web","@himanshuc here's a good ref article about that. http://bit.ly/andsuz"
"28456749964","","12474212","","","2010-10-23 01:05:14 +0000","web","@himanshuc hmm ? well I guess it depends on the situation though. for a most apps it works"
"28455186909","","12474212","","","2010-10-23 00:44:22 +0000","web","@himanshuc flat file system (deftem to be more exact)! also yea, after googling for a while, took 2 lines of code :)"
"28454919661","","","","","2010-10-23 00:40:47 +0000","web","BTW I'll ""manually give at least 10 karma to your initial set of users"". hope that'll get more users. lol!"
"28454819930","","12474212","","","2010-10-23 00:39:28 +0000","web","@himanshuc ha! all you have to do is run a couple of commands http://github.com/nex3/arc/blob/master/how-to-run-news"
"28454533787","","12474212","","","2010-10-23 00:35:38 +0000","web","@himanshuc yup"
"28454419694","","","","","2010-10-23 00:34:10 +0000","web","@zaurav I've also built sth like that before  http://yestolagcha.seasidehosting.st/seaside/yestolagcha"
"28454330798","","","","","2010-10-23 00:32:58 +0000","web","@zaurav setting up the site is easy, of course the hard part is getting users to use your site!"
"28453388563","","","28419855794","17004618","2010-10-23 00:20:10 +0000","web","RT @NickKristof: What do you when you child announces she is moving to Nepal to start an orphanage? http://nyti.ms/bTCFqL"
"28414506794","","","","","2010-10-22 15:23:21 +0000","web","@zaurav actually it's this one http://www.arclanguage.com/item?id=10254"
"28414390055","","","","","2010-10-22 15:22:03 +0000","web","@zaurav http://www.arclanguage.com/install"
"28413477938","","","","","2010-10-22 15:11:52 +0000","web","@zaurav I'm just running pg's HN app."
"28413260180","","","","","2010-10-22 15:09:27 +0000","web","@zaurav yup, just figured out how to run news and put it up there. Are you talking about the same arc app or building sth else?"
"28381429247","","","","","2010-10-22 07:03:24 +0000","web","ok, the site is online at news.helpneedyinnepal.com"
