"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"681322032","","","","","2008-02-05 21:32:25 +0000","web","watching cnn"
